0.232100675809 0.00413176944833 0.584981596125 0.168667109485 0.0101188486155 
0.0991984285616 0.00718110223613 0.379648146911 0.508866433631 0.00510588786971 
0.0716466596095 0.849094493659 0.00065886493748 0.0735127685526 0.00508720299368 
0.0118597127199 0.00282681185593 0.0072131133819 0.0109364986083 0.967163853094 
0.0931193385258 0.0579023321503 0.0972495130921 0.1496100425 0.602118772367 
0.064465545903 0.0636416437313 0.0672508772245 0.798206599908 0.00643533309334 
0.674726340767 0.0830710027176 0.111879680352 0.121387525242 0.00893545237375 
0.03725759372 0.000200773748219 0.910468980556 0.0490636598181 0.00300898099048 
0.207154368387 0.47638375699 0.00814679773728 0.298884381628 0.00943069766321 
0.372958469908 0.086791506805 0.127126036698 0.40501776805 0.00810622009271 
